definition,class,root,success,ambiguous_forms,notes
he/she is becoming blind,become,khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become,khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become,khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf2],khewa,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf2],khewa,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf2],khewa,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf2],khewa,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf4],khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf4],khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf4],khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is becoming blind,become[inf4],khewa,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause,khsvhst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause,khsvhst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause,khsvhst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause,khsvhst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[perf3],khsvhst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[perf3],khsvhst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[perf3],khsvhst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[perf3],khsvhst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2-perf3],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2-perf3],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2-perf3],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is making smoke,cause[pres2-perf3],khsvhstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is blinking,sk-s-a[inf2],akhthanaw,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is blinking,sk-s-a[inf2],akhthanaw,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is blinking,sk-s-hst,akhthanaw,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is blinking,sk-s-hst,akhthanaw,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause,akhthahst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause,akhthahst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause[perf3],akhthahst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause[perf3],akhthahst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause[pres2],akhthahstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause[pres2],akhthahstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause[pres2-perf3],akhthahstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is closing his eyes,cause[pres2-perf3],akhthahstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go,khthil,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go,khthil,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go,khthil,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go,khthil,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go[pres2],khthilek,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go[pres2],khthilek,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go[pres2],khthilek,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is attacking him/her,go[pres2],khthilek,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is taking off his/her glasses,rev-e,akhthinvt,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is taking off his/her glasses,rev-e,akhthinvt,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is putting on glasses,hvsk-han,akhthinvt,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is putting on glasses,hvsk-han,akhthinvt,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh,khtlh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh,khtlh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh,khtlh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh,khtlh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh[inf2],khtlh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh[inf2],khtlh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh[inf2],khtlh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling corn,ih-vh[inf2],khtlh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-gi,kwhala,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is snoring,rev-i,kwhalak,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sprinkling it,vsk-post-v,kwhayo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is putting on shoes,hvsk-han,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is putting on shoes,hvsk-han,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is changing shoes,v-vhs,alahsula'iy,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is changing shoes,v-vhs,alahsula'iy,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is changing shoes,change-out,alahsula',True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is changing shoes,change-out,alahsula',True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is changing shoes,change-out-flexible,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is changing shoes,change-out-flexible,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is taking off his/her shoes,rev-e,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is taking off his/her shoes,rev-e,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is helping him/her up,cause,aleht,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is helping him/her up,cause,aleht,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is helping him/her up,cause[perf3],aleht,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is helping him/her up,cause[perf3],aleht,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
